Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.0113951	0.0131591	0.0114877	0.0125422	0.0070382	0.0109701	0.0141407	0.013357	0.0123715	0.00748746	0.0123627	0.00937276	0.0103483	0.0122053	0.00874057	0.0109226	0.0123067	0.00770294	0.00947289	0.00832697	0.0104566	0.0109153	0.0116009	0.0101204	0.0126075	0.0119782	0.0139468	0.0104028	0.00877586	0.0114732	0.0114283	0.010498	0.0125911	0.0122703	0.0101294	0.0128761	0.0105791	0.0124425	0.0123193	0.0136152	0.0117567	0.0123749	0.0137593	0.0134539	0.0123864	0.0101084	0.00937187	0.0110781	0.0136856	0.0121765	0.011889	0.0102266	0.0110317	0.0139241	0.012845	0.0123169	0.0139706	0.0123764	0.0114994	0.0132531
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21606e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32446e-5	1.3133e-4
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	3.73707e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17803e-4	0	0	0	0	6.28035e-5	0	0	0	2.93268e-4	3.58167e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_992a	6.77474e-5	0	0	4.06785e-5	0	2.86512e-5	2.71706e-4	2.63396e-4	0	0	0	0	0	4.26245e-5	2.83711e-5	0	0	0	0	0	0	0	0	0	5.54836e-4	7.79278e-4	0	0	0	0	2.36904e-4	0	3.26197e-5	0	0	7.27943e-5	0	0	0	1.14229e-4	0	2.55001e-5	0	0	0	0	0	0	0	0	0	0	0	8.28682e-5	4.73058e-5	0	0	5.70124e-5	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	3.14103e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67352e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	3.87869e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.42137e-5	0	0	1.49966e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12127e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75242e-4	0	0	0	0	4.7626e-5	0	0	0	0	0	1.67085e-4	0	0	0	0	0	0	0	0	0	0	0	0	9.52413e-5	0	0	0	5.39916e-5	0	0	0	2.81721e-4	0	0	5.51147e-5	0	0	0	0	0	1.5626e-4	2.91524e-5	0	6.9973e-4	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	2.35055e-4	0	5.80008e-4	2.53253e-4	2.50345e-4	6.97383e-4	1.13256e-4	3.09222e-4	3.08359e-4	0	4.8745e-5	3.52924e-5	0	3.13992e-4	0	0	0	0	0	0	0	0	1.03671e-4	0	2.93291e-4	0	5.97775e-5	0	0	1.31458e-4	6.05203e-4	3.01153e-4	7.76656e-4	0	0	0.00185224	1.14821e-4	0	3.11395e-5	6.7335e-5	0.00159997	1.53855e-4	0	0	0	0	0	0	2.33472e-5	0	0	0	0	0	0	0	0	1.20812e-4	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp_CAG_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38422e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98409e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	0	0	2.95136e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58172e-5	0	0	0	0	3.36146e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_neonatale	1.08493e-4	0	0	0	0	6.14775e-5	0	0	0	0	4.44104e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84085e-5	7.64704e-5	0	0	0	5.28051e-4	0	0	0	1.97902e-4	4.39687e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Desulfovibrio.s__Desulfovibrio_piger	3.401e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	2.07513e-4	2.9959e-5	0	0	0.00165778	2.41429e-4	0	0	0	9.2688e-4	2.0997e-5	2.90768e-4	0	4.99014e-5	0.0010096	4.1704e-4	3.64958e-4	0.00131141	6.9273e-4	6.80945e-4	3.97096e-4	1.12018e-4	3.42252e-4	7.57131e-4	3.60155e-5	2.03997e-4	0	3.21927e-4	0.00127149	1.73787e-4	0	3.68083e-5	0	0	4.66256e-4	0	0	1.03564e-4	0	0	0	0	0	3.50088e-5	0	4.17932e-4	8.57367e-4	8.2085e-5	0	3.07964e-4	3.48577e-4	7.11399e-4	4.54279e-4	0	1.50246e-4	1.71401e-4	0	0	1.78805e-4	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07076e-4	0	3.00182e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54358e-5	0	0	8.09844e-5	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.91435e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77325e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	2.55744e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	7.45423e-5	0	8.33104e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51196e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_millerae	0	0	3.27638e-5	0	0	0	5.64836e-5	0	0	0	0	0	0	6.54189e-5	1.31015e-4	0	0	2.89679e-5	0	1.01371e-4	0	6.41657e-5	5.60505e-5	0	0	0	0	2.13028e-4	7.42338e-5	3.58756e-5	0	0	0	0	0	0	0	0	0	0	0	0	6.0366e-5	1.04234e-4	9.75799e-5	0	0	1.81223e-4	0	0	0	4.59145e-5	0	8.48061e-5	0	1.2407e-4	0	4.11709e-5	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27215e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67812e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_sp_499	2.89048e-5	0	1.00796e-4	3.15146e-4	9.07306e-5	2.56766e-4	0	2.97231e-4	0	0	1.54279e-4	0	2.07045e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2953e-4	0	0	3.96412e-4	0	0	0	4.36214e-4	3.76857e-4	5.29373e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	4.27237e-5	0	0	0	0	0	0	0	7.08997e-5	0	0	0	5.70024e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.14283e-5	0	0	0	0	0	0	0	0	0	5.2187e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sarcina.s__Sarcina_sp_DSM_11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33451e-5	0	2.89137e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31476e-5	0	0	0	5.06273e-5	0	0	0	0	0	0	0	0	0	0	0	5.38435e-5
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.12468e-5	0	0	0	0	0	0	1.56688e-5	0	0	4.38776e-5	0	0	2.18926e-5	0	0	0	0	0	3.79466e-5	0	0	0	0	0	0	0	2.47777e-5	0	3.08409e-5	1.21265e-4	0	0	0	0	0	0	0	0	0	0	2.84691e-5	2.7637e-5	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.13094e-5	0	0	0	0	0	0	1.89622e-5	0	0	4.08201e-5	0	0	1.66266e-5	0	0	0	0	0	2.47467e-5	0	0	0	0	0	0	0	1.91007e-5	0	5.24536e-5	1.35136e-4	0	0	0	0	0	0	0	0	0	0	3.66378e-5	2.37724e-5	1.92909e-5	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89332e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0787e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0.0104136	0.0128937	0.0103176	0.0117547	0.00471848	0.00926437	0.0135671	0.0118656	0.0113483	0.00581429	0.0119475	0.00847385	0.00962571	0.00956252	0.00690004	0.010218	0.0117971	0.00537773	0.00827289	0.00719453	0.00976644	0.0102523	0.010709	0.00895207	0.0110134	0.00957822	0.0138006	0.0094684	0.00676761	0.0108551	0.00889727	0.00961269	0.0108289	0.012092	0.00893914	0.00941498	0.00989576	0.01144	0.0122331	0.0121339	0.0087562	0.0108444	0.0131694	0.0129834	0.0120174	0.00897697	0.00801289	0.0104676	0.012728	0.0116797	0.0114106	0.00914952	0.0100794	0.0133378	0.0116231	0.0115268	0.013799	0.0104946	0.0109402	0.0128984
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.0115842	0.014403	0.0114801	0.0131496	0.00686102	0.0110993	0.0147734	0.0137767	0.0132078	0.0078536	0.0129009	0.00997435	0.0103493	0.0125864	0.00910611	0.0115568	0.0129155	0.00762978	0.00972336	0.00820954	0.0109258	0.0115723	0.0119398	0.0106178	0.0130046	0.0121302	0.0150555	0.0104204	0.0089171	0.011979	0.0113749	0.00996048	0.0128411	0.0127307	0.0100944	0.013081	0.0106151	0.0130539	0.0130352	0.0144497	0.0117371	0.0124254	0.0137654	0.0135894	0.0135525	0.0100545	0.0092402	0.0112164	0.0171515	0.0127274	0.0121761	0.0102398	0.0113397	0.0149483	0.0137112	0.0132025	0.015701	0.0128853	0.011581	0.0147452
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48502e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73553e-5	0	0	0	0	0	0	4.39192e-5	1.92353e-4
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34268e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	3.73236e-4	1.6389e-5	0	0	0	0	2.32611e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37945e-4	0	0	0	0	5.07119e-5	0	0	0	3.21332e-4	4.49474e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_992a	7.62503e-5	0	0	5.30335e-5	0	2.61051e-5	2.99667e-4	2.72416e-4	3.58446e-5	0	0	0	0	4.92927e-5	3.09771e-5	0	0	0	0	0	0	0	0	0	5.96043e-4	8.39346e-4	0	0	0	0	2.42771e-4	0	3.93695e-5	0	0	8.15594e-5	0	0	0	1.34942e-4	2.71454e-5	2.38325e-5	0	0	0	0	0	0	2.91246e-5	0	0	0	0	9.6819e-5	6.06076e-5	0	0	6.89564e-5	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	3.14229e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10127e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	4.95176e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.76264e-5	0	0	1.5857e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07231e-5	0	0	2.56275e-5	0	0	0	0	1.37319e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90093e-4	0	0	0	0	5.68151e-5	0	0	0	1.46252e-5	0	1.76817e-4	0	0	0	0	0	0	0	0	0	0	0	0	9.10859e-5	0	0	0	5.77064e-5	0	0	0	2.72352e-4	0	0	5.77133e-5	0	0	0	0	0	1.52021e-4	3.33139e-5	0	6.92215e-4	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	2.48209e-4	0	6.0369e-4	2.6104e-4	2.64262e-4	7.74562e-4	1.22207e-4	3.59384e-4	3.14275e-4	0	5.6979e-5	3.93937e-5	0	3.27336e-4	0	0	0	0	0	0	0	0	1.1879e-4	0	3.24971e-4	0	7.24732e-5	0	0	1.41644e-4	6.71712e-4	3.19045e-4	7.99004e-4	0	0	0.00196227	1.16226e-4	0	3.31015e-5	1.22146e-4	0.00166256	1.63638e-4	0	0	0	0	0	0	2.78422e-5	0	0	0	0	0	2.54292e-5	0	0	1.46844e-4	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp_CAG_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21733e-5	0	0	0	0	1.32027e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13895e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	2.33112e-5	0	3.68471e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76258e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	2.03554e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13401e-5	0	0	0	0	3.65156e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_neonatale	1.41414e-4	0	0	0	2.33106e-5	8.561e-5	0	0	0	0	5.73128e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44703e-5	7.95647e-5	0	0	0	6.7147e-4	3.48293e-5	0	0	2.23619e-4	5.30133e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Corynebacterium.s__Corynebacterium_efficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32374e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Desulfovibrio.s__Desulfovibrio_piger	3.65335e-5	0	0	0	0	1.8534e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28247e-5	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	1.50474e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Escherichia.s__Escherichia_coli	1.39284e-4	0	0	0	0.00156451	2.31925e-4	0	0	0	8.79195e-4	1.72511e-5	2.15927e-4	0	4.94543e-5	0.00105794	4.09782e-4	3.10833e-4	0.00125021	6.66008e-4	6.74714e-4	3.82024e-4	1.15912e-4	2.95363e-4	0.00071104200000000005	2.57085e-5	1.08324e-4	0	2.78783e-4	0.00110898	9.02985e-5	0	2.89977e-5	0	0	4.11403e-4	0	0	6.06994e-5	0	0	0	0	0	0	0	3.40612e-4	8.80146e-4	7.25468e-5	0	3.0721e-4	3.15064e-4	7.70066e-4	4.88378e-4	0	1.19737e-4	1.23649e-4	0	0	1.78107e-4	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Fibrobacter.s__Fibrobacter_sp_UWH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93765e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93924e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26733e-4	0	0	2.65958e-4	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59982e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05514e-4	0	2.57053e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8005e-5	0	0	7.61178e-5	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62201e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26545e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	2.94501e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	1.02527e-4	0	9.91251e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98595e-5	0	3.29532e-5	0	0	0	0	0	0	0	9.94472e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
