clade_name	clade_taxid	YK62	YK61	YK60	YK59	YK58	YK57	YK56	YK55	YK54	YK53	YK52	YK51	YK50	YK49	YK48	YK47	YK46	YK45	YK44	YK43	YK42	YK41	YK40	YK39	YK38	YK37	YK36	YK35	YK34	YK33	YK32	SH9	SH8	SH7	SH6	SH5	SH4	SH3	SH31	SH30	SH2	SH29	SH28	SH27	SH26	SH25	SH24	SH23	SH22	SH21	SH20	SH1	SH19	SH18	SH17	SH16	SH15	SH14	SH13	SH12	SH11	SH10
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_millerae|t__SGB719	2157|28890|183925|2158|2159|2172|230361|	0	14957.0	3439.0	29552.0	10532.0	87045.0	10815.0	35967.0	2942.0	38673.0	9172.0	11298.0	0	120089.0	11468.0	38488.0	67076.0	65132.0	34994.0	20100.0	878.0	4448.0	1229.0	7889.0	0	0	8511.0	0	0	1316.0	16892.0	4257.0	41.0	46646.0	1861.0	0	0	22806.0	35339.0	69567.0	0	140147.0	21633.0	12404.0	17267.0	17233.0	40780.0	38760.0	0	95364.0	26524.0	0	35519.0	11440.0	0	163798.0	0	74203.0	2799.0	5752.0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium	2157|28890|183925|2158|2159|2172|83816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium|t__SGB707	2157|28890|183925|2158|2159|2172|83816|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_thaueri	2157|28890|183925|2158|2159|2172|190975	0	1606.0	1084.0	0	13397.0	7230.0	4661.0	4448.0	6416.0	1701.0	0	0	15020.0	12436.0	121.0	0	15641.0	5252.0	75446.0	0	701.0	1649.0	0	3231.0	0	0	0	1705.0	0	0	3425.0	0	11667.0	96.0	1483.0	0	341.0	60.0	14672.0	6480.0	0	16686.0	1180.0	8083.0	375.0	0	13645.0	0	0	15802.0	19493.0	0	0	6789.0	1843.0	11241.0	0	0	2415.0	1929.0	0	10764.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_thaueri|t__SGB25645	2157|28890|183925|2158|2159|2172|190975|	0	1606.0	1084.0	0	13397.0	7230.0	4661.0	4448.0	6416.0	1701.0	0	0	15020.0	12436.0	121.0	0	15641.0	5252.0	75446.0	0	701.0	1649.0	0	3231.0	0	0	0	1705.0	0	0	3425.0	0	11667.0	96.0	1483.0	0	341.0	60.0	14672.0	6480.0	0	16686.0	1180.0	8083.0	375.0	0	13645.0	0	0	15802.0	19493.0	0	0	6789.0	1843.0	11241.0	0	0	2415.0	1929.0	0	10764.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	0	0	0	0	815.0	6977.0	0	66.0	0	0	0	0	0	5132.0	0	5351.0	0	2082.0	521.0	761.0	1984.0	1541.0	0	0	0	0	0	743.0	852.0	1547.0	5398.0	4508.0	0	0	0	400.0	228.0	246.0	3371.0	33.0	0	8452.0	0	2886.0	0	820.0	5420.0	184.0	365.0	1485.0	1426.0	0	0	0	873.0	847.0	0	8651.0	0	1107.0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp_BMS	2157|28890|183925|2158|2159|2316|1789762	0	0	0	0	815.0	6977.0	0	66.0	0	0	0	0	0	5132.0	0	5351.0	0	2082.0	521.0	761.0	1984.0	1541.0	0	0	0	0	0	743.0	852.0	1547.0	5398.0	4508.0	0	0	0	400.0	228.0	246.0	3371.0	33.0	0	8452.0	0	2886.0	0	820.0	5420.0	184.0	365.0	1485.0	1426.0	0	0	0	873.0	847.0	0	8651.0	0	1107.0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp_BMS|t__SGB25620	2157|28890|183925|2158|2159|2316|1789762|	0	0	0	0	815.0	6977.0	0	66.0	0	0	0	0	0	5132.0	0	5351.0	0	2082.0	521.0	761.0	1984.0	1541.0	0	0	0	0	0	743.0	852.0	1547.0	5398.0	4508.0	0	0	0	400.0	228.0	246.0	3371.0	33.0	0	8452.0	0	2886.0	0	820.0	5420.0	184.0	365.0	1485.0	1426.0	0	0	0	873.0	847.0	0	8651.0	0	1107.0	0	0
k__Bacteria	2	34567304.0	852245.0	1690467.0	3800564.0	1917432.0	710837.0	3122137.0	1168566.0	1755399.0	1505074.0	991350.0	1695049.0	3058169.0	1111243.0	1672350.0	2509349.0	761066.0	1542691.0	3134112.0	3786956.0	4479524.0	2161745.0	1704547.0	2793368.0	1400246.0	5199164.0	1492931.0	529198.0	3666066.0	1699616.0	5907232.0	3413182.0	2956370.0	801418.0	2787680.0	4173694.0	1683667.0	3365773.0	868577.0	2786792.0	614054.0	1439877.0	965765.0	3354451.0	2576134.0	1671949.0	1420743.0	1292698.0	1279556.0	2023453.0	1352735.0	1549777.0	2613690.0	841782.0	1461087.0	2775188.0	42336385.0	8453932.0	3793473.0	3323981.0	1850901.0	3835093.0
k__Bacteria|p__Actinobacteria	2|201174	6189586.0	0	0	821902.0	2609.0	48191.0	159387.0	4185.0	5394.0	0	21493.0	0	72835.0	4981.0	445.0	261810.0	572.0	17646.0	29759.0	363309.0	2017334.0	110439.0	23843.0	87878.0	108318.0	2418783.0	165.0	0	988239.0	304116.0	982465.0	327135.0	416163.0	97667.0	924597.0	506137.0	231295.0	674313.0	114739.0	16345.0	2849.0	2317.0	77404.0	11277.0	525384.0	490.0	121856.0	7734.0	3222.0	74.0	83871.0	298962.0	910.0	6712.0	4965.0	4705.0	11194304.0	694278.0	8046.0	41877.0	54743.0	814.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	6189586.0	0	0	820739.0	1446.0	47977.0	159387.0	4094.0	5394.0	0	21493.0	0	72835.0	0	445.0	255096.0	358.0	888.0	20060.0	226492.0	2017334.0	110439.0	23843.0	87878.0	108318.0	2418783.0	0	0	988239.0	304116.0	982465.0	320119.0	416163.0	97667.0	924597.0	506137.0	231295.0	674313.0	114456.0	1239.0	2849.0	0	74958.0	915.0	522167.0	490.0	120233.0	7482.0	2088.0	0	83149.0	298962.0	0	6406.0	4965.0	4705.0	11194304.0	676971.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	6189586.0	0	0	820739.0	649.0	47977.0	159387.0	4094.0	4659.0	0	21493.0	0	72835.0	0	0	255096.0	0	888.0	19829.0	226492.0	2017334.0	110439.0	23843.0	87878.0	108318.0	2418783.0	0	0	988239.0	304116.0	982465.0	320119.0	416163.0	97667.0	924597.0	506137.0	231295.0	674313.0	114456.0	1239.0	0	0	74726.0	915.0	522167.0	490.0	120233.0	826.0	2088.0	0	83149.0	298962.0	0	6406.0	4965.0	4705.0	11194304.0	676971.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	6189586.0	0	0	820739.0	649.0	47977.0	159387.0	4094.0	4659.0	0	21493.0	0	72835.0	0	0	255096.0	0	888.0	19829.0	226492.0	2017334.0	110439.0	23843.0	87878.0	108318.0	2418783.0	0	0	988239.0	304116.0	982465.0	320119.0	416163.0	97667.0	924597.0	506137.0	231295.0	674313.0	114456.0	1239.0	0	0	74726.0	915.0	522167.0	490.0	120233.0	826.0	2088.0	0	83149.0	298962.0	0	6406.0	4965.0	4705.0	11194304.0	676971.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	6189586.0	0	0	820739.0	649.0	47977.0	159387.0	4094.0	4659.0	0	21493.0	0	72835.0	0	0	255096.0	0	888.0	19829.0	226492.0	2017334.0	110439.0	23843.0	87878.0	108318.0	2418783.0	0	0	988239.0	304116.0	982465.0	320119.0	416163.0	97667.0	924597.0	506137.0	231295.0	674313.0	114456.0	1239.0	0	0	74726.0	915.0	522167.0	490.0	120233.0	826.0	2088.0	0	83149.0	298962.0	0	6406.0	4965.0	4705.0	11194304.0	676971.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18545.0	0	17043.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	2|201174|1760|85004|31953|1678|1680|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18545.0	0	17043.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti	2|201174|1760|85004|31953|1678|1960969	0	0	0	4155.0	0	0	0	0	0	0	0	0	3320.0	0	0	0	0	0	0	0	14708.0	0	475.0	0	0	22710.0	0	0	24748.0	2104.0	5635.0	3330.0	7750.0	0	17625.0	2546.0	1690.0	33384.0	3052.0	0	0	0	0	0	0	0	1879.0	0	0	0	0	2925.0	0	0	0	0	0	10553.0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti|t__SGB17283	2|201174|1760|85004|31953|1678|1960969|	0	0	0	4155.0	0	0	0	0	0	0	0	0	3320.0	0	0	0	0	0	0	0	14708.0	0	475.0	0	0	22710.0	0	0	24748.0	2104.0	5635.0	3330.0	7750.0	0	17625.0	2546.0	1690.0	33384.0	3052.0	0	0	0	0	0	0	0	1879.0	0	0	0	0	2925.0	0	0	0	0	0	10553.0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816	6189586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11194304.0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	2|201174|1760|85004|31953|1678|216816|	6189586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11194304.0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_merycicum	2|201174|1760|85004|31953|1678|78345	0	0	0	665337.0	0	27073.0	135009.0	4094.0	4659.0	0	5520.0	0	43441.0	0	0	255043.0	0	0	19829.0	60864.0	0	0	0	74973.0	0	0	0	0	1824.0	0	0	1262.0	0	0	0	0	0	0	11091.0	1239.0	0	0	0	0	196302.0	0	21501.0	826.0	2088.0	0	73802.0	0	0	0	0	0	0	257551.0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_merycicum|t__SGB17232	2|201174|1760|85004|31953|1678|78345|	0	0	0	665337.0	0	27073.0	135009.0	4094.0	4659.0	0	5520.0	0	43441.0	0	0	255043.0	0	0	19829.0	60864.0	0	0	0	74973.0	0	0	0	0	1824.0	0	0	1262.0	0	0	0	0	0	0	11091.0	1239.0	0	0	0	0	196302.0	0	21501.0	826.0	2088.0	0	73802.0	0	0	0	0	0	0	257551.0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0	0	0	151247.0	649.0	17207.0	24378.0	0	0	0	15973.0	0	23799.0	0	0	53.0	0	888.0	0	165628.0	2002626.0	110439.0	23368.0	12905.0	102218.0	2396073.0	0	0	961667.0	302012.0	976830.0	315527.0	408413.0	97667.0	906972.0	503591.0	229605.0	640929.0	100313.0	0	0	0	56181.0	915.0	308822.0	490.0	96853.0	0	0	0	2965.0	296037.0	0	6406.0	4965.0	4705.0	0	408867.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	2|201174|1760|85004|31953|1678|1694|	0	0	0	151247.0	649.0	17207.0	24378.0	0	0	0	15973.0	0	23799.0	0	0	53.0	0	888.0	0	165628.0	2002626.0	110439.0	23368.0	12905.0	102218.0	2396073.0	0	0	961667.0	302012.0	976830.0	315527.0	408413.0	97667.0	906972.0	503591.0	229605.0	640929.0	100313.0	0	0	0	56181.0	915.0	308822.0	490.0	96853.0	0	0	0	2965.0	296037.0	0	6406.0	4965.0	4705.0	0	408867.0	4864.0	38629.0	54743.0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	2|201174|1760|85004|31953|1678|78346	0	0	0	0	0	3697.0	0	0	0	0	0	0	2275.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6382.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium|t__SGB17243	2|201174|1760|85004|31953|1678|78346|	0	0	0	0	0	3697.0	0	0	0	0	0	0	2275.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6382.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0	0	0	797.0	0	0	0	735.0	0	0	0	0	0	445.0	0	358.0	0	231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.0	0	0	0	0	6542.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0	0	0	797.0	0	0	0	735.0	0	0	0	0	0	445.0	0	358.0	0	231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.0	0	0	0	0	6542.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0	0	0	797.0	0	0	0	735.0	0	0	0	0	0	445.0	0	358.0	0	231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.0	0	0	0	0	6542.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_camporealensis	2|201174|1760|85007|1653|1716|161896	0	0	0	0	797.0	0	0	0	735.0	0	0	0	0	0	0	0	358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_camporealensis|t__SGB17122	2|201174|1760|85007|1653|1716|161896|	0	0	0	0	797.0	0	0	0	735.0	0	0	0	0	0	0	0	358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens	2|201174|1760|85007|1653|1716|152794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens|t__SGB17020	2|201174|1760|85007|1653|1716|152794|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris	2|201174|1760|85007|1653|1716|575200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6330.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris|t__SGB17091	2|201174|1760|85007|1653|1716|575200|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6330.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_LMM_1652	2|201174|1760|85007|1653|1716|2487892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_LMM_1652|t__SGB86785	2|201174|1760|85007|1653|1716|2487892|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter	2|201174|1760|85006|1268|1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_08Y14	2|201174|1760|85006|1268|1663|2058885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_08Y14|t__SGB35056	2|201174|1760|85006|1268|1663|2058885|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	2|201174|1760|85009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus	2|201174|1760|85009|31957|72763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_massiliensis	2|201174|1760|85009|31957|72763|1522311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_massiliensis|t__SGB35143	2|201174|1760|85009|31957|72763|1522311|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB8539	2|201174|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539	2|201174||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539|f__FGB8539	2|201174|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539|f__FGB8539|g__GGB25880	2|201174||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539|f__FGB8539|g__GGB25880|s__GGB25880_SGB37870	2|201174|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539|f__FGB8539|g__GGB25880|s__GGB25880_SGB37870|t__SGB37870	2|201174||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835.0	0	0	0	0	0	1478.0	0	0	814.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0	0	0	1163.0	1163.0	214.0	0	91.0	0	0	0	0	0	4981.0	0	6714.0	214.0	16758.0	9699.0	136817.0	0	0	0	0	0	0	165.0	0	0	0	0	7016.0	0	0	0	0	0	0	283.0	15106.0	0	2317.0	2446.0	10362.0	3217.0	0	1623.0	252.0	1134.0	74.0	722.0	0	75.0	306.0	0	0	0	17307.0	1704.0	3248.0	0	0
