# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	0	0	0	0	0	1.69575E-05	0	0	4.70888E-05	0	0	0	4.08465E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71149E-05	0	0	0	0	0	0	0	0	0	3.04763E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Solibacillus.s__Solibacillus_kalamii	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83352E-06	0	0	0	0	0	0	0	0	0.00001643	0	0	0	0	0	0	0	1.67792E-05	0	0.000017607	6.40271E-05	0	0	0	0	0	0	0	0	0	0	1.40471E-05	0.000014017	0	0	0	0	0	0	0	0	0	0	0	1.22772E-05	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Solibacillus.s__Solibacillus_silvestris	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06262E-05	0	0	0	0	0	0	0	0	1.36329E-05	0	0	0	0	0	0	0	6.25938E-06	0	1.38673E-05	7.16698E-05	0	0	0	0	0	0	0	0	0	0	0.0000152	3.17659E-06	0	0	0	0	0	0	0	0	0	0	0	0.000015121	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	0.00113232	0.00209685	0.00131655	0.000718798	0.000849671	0.000796905	0.00113769	0.000418611	0.000731983	0.000963466	0.00117408	0.000849322	0.0011886	0.000477109	0.000640625	0.000839352	0.00118889	0.000719241	0.00137118	0.00137268	0.00125256	0.00154832	0.00103699	0.00117074	0.00044891	0.000775193	0.000998263	0.00145358	0.000755894	0.00149144	0.000402148	0.00114098	0.000709198	0.00229442	0.00137423	0.000216693	0.00155304	0.0014696	0.00131308	0.000737251	0.000402137	0.000784644	0.0013417	0.00155793	0.00161256	0.00110917	0.00106555	0.00140153	0.000831742	0.00134339	0.00106239	0.00131394	0.0011037	0.00149991	0.00122311	0.00161931	0.00116811	0.00126595	0.00155301	0.00171969
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.0113951	0.0131591	0.0114877	0.0125422	0.0070382	0.0109701	0.0141407	0.013357	0.0123715	0.00748746	0.0123627	0.00937276	0.0103483	0.0122053	0.00874057	0.0109226	0.0123067	0.00770294	0.00947289	0.00832697	0.0104566	0.0109153	0.0116009	0.0101204	0.0126075	0.0119782	0.0139468	0.0104028	0.00877586	0.0114732	0.0114283	0.010498	0.0125911	0.0122703	0.0101294	0.0128761	0.0105791	0.0124425	0.0123193	0.0136152	0.0117567	0.0123749	0.0137593	0.0134539	0.0123864	0.0101084	0.00937187	0.0110781	0.0136856	0.0121765	0.011889	0.0102266	0.0110317	0.0139241	0.012845	0.0123169	0.0139706	0.0123764	0.0114994	0.0132531
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Acinetobacter.s__Acinetobacter_lwoffii	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32446E-05	0.00013133
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_494a	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000373707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217803	0	0	0	0	6.28035E-05	0	0	0	0.000293268	3.58167E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_992a	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_sp_992a	6.77474E-05	0	0	4.06785E-05	0	2.86512E-05	0.000271706	0.000263396	0	0	0	0	0	4.26245E-05	2.83711E-05	0	0	0	0	0	0	0	0	0	0.000554836	0.000779278	0	0	0	0	0.000236904	0	3.26197E-05	0	0	7.27943E-05	0	0	0	0.000114229	0	2.55001E-05	0	0	0	0	0	0	0	0	0	0	0	8.28682E-05	4.73058E-05	0	0	5.70124E-05	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	3.14103E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67352E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillus.s__Bacillus_sp_FJAT_27986	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	3.87869E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_criceti	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.42137E-05	0	0	1.49966E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12127E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_merycicum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175242	0	0	0	0	0.000047626	0	0	0	0	0	0.000167085	0	0	0	0	0	0	0	0	0	0	0	0	9.52413E-05	0	0	0	5.39916E-05	0	0	0	0.000281721	0	0	5.51147E-05	0	0	0	0	0	0.00015626	2.91524E-05	0	0.00069973	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.000235055	0	0.000580008	0.000253253	0.000250345	0.000697383	0.000113256	0.000309222	0.000308359	0	0.000048745	3.52924E-05	0	0.000313992	0	0	0	0	0	0	0	0	0.000103671	0	0.000293291	0	5.97775E-05	0	0	0.000131458	0.000605203	0.000301153	0.000776656	0	0	0.00185224	0.000114821	0	3.11395E-05	0.000067335	0.00159997	0.000153855	0	0	0	0	0	0	2.33472E-05	0	0	0	0	0	0	0	0	0.000120812	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp_CAG_52	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp_CAG_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38422E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_gnavus	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98409E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	0	0	2.95136E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_butyricum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58172E-05	0	0	0	0	3.36146E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_neonatale	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_neonatale	0.000108493	0	0	0	0	6.14775E-05	0	0	0	0	4.44104E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84085E-05	7.64704E-05	0	0	0	0.000528051	0	0	0	0.000197902	0.000439687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Desulfovibrio.s__Desulfovibrio_piger	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Desulfovibrio.s__Desulfovibrio_piger	0.00003401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	0.000207513	0.000029959	0	0	0.00165778	0.000241429	0	0	0	0.00092688	0.000020997	0.000290768	0	4.99014E-05	0.0010096	0.00041704	0.000364958	0.00131141	0.00069273	0.000680945	0.000397096	0.000112018	0.000342252	0.000757131	3.60155E-05	0.000203997	0	0.000321927	0.00127149	0.000173787	0	3.68083E-05	0	0	0.000466256	0	0	0.000103564	0	0	0	0	0	3.50088E-05	0	0.000417932	0.000857367	0.000082085	0	0.000307964	0.000348577	0.000711399	0.000454279	0	0.000150246	0.000171401	0	0	0.000178805	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_canis	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107076	0	3.00182E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54358E-05	0	0	8.09844E-05	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Intestinibacter.s__Intestinibacter_bartlettii	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.91435E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77325E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	2.55744E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_varians	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	7.45423E-05	0	8.33104E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51196E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_millerae	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_millerae	0	0	3.27638E-05	0	0	0	5.64836E-05	0	0	0	0	0	0	6.54189E-05	0.000131015	0	0	2.89679E-05	0	0.000101371	0	6.41657E-05	5.60505E-05	0	0	0	0	0.000213028	7.42338E-05	3.58756E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000060366	0.000104234	9.75799E-05	0	0	0.000181223	0	0	0	4.59145E-05	0	8.48061E-05	0	0.00012407	0	4.11709E-05	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Prolinoborus.s__Prolinoborus_fasciculus	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67812E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_sp_499	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_sp_499	2.89048E-05	0	0.000100796	0.000315146	9.07306E-05	0.000256766	0	0.000297231	0	0	0.000154279	0	0.000207045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052953	0	0	0.000396412	0	0	0	0.000436214	0.000376857	5.29373E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	4.27237E-05	0	0	0	0	0	0	0	7.08997E-05	0	0	0	5.70024E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.14283E-05	0	0	0	0	0	0	0	0	0	0.000052187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sarcina.s__Sarcina_sp_DSM_11001	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sarcina.s__Sarcina_sp_DSM_11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33451E-05	0	2.89137E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31476E-05	0	0	0	5.06273E-05	0	0	0	0	0	0	0	0	0	0	0	5.38435E-05
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_kalamii	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.12468E-05	0	0	0	0	0	0	1.56688E-05	0	0	4.38776E-05	0	0	2.18926E-05	0	0	0	0	0	3.79466E-05	0	0	0	0	0	0	0	2.47777E-05	0	3.08409E-05	0.000121265	0	0	0	0	0	0	0	0	0	0	2.84691E-05	0.000027637	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_silvestris	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.13094E-05	0	0	0	0	0	0	1.89622E-05	0	0	4.08201E-05	0	0	1.66266E-05	0	0	0	0	0	2.47467E-05	0	0	0	0	0	0	0	1.91007E-05	0	5.24536E-05	0.000135136	0	0	0	0	0	0	0	0	0	0	3.66378E-05	2.37724E-05	1.92909E-05	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_gallolyticus	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89332E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Treponema.s__Treponema_saccharophilum	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000070787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0.0104136	0.0128937	0.0103176	0.0117547	0.00471848	0.00926437	0.0135671	0.0118656	0.0113483	0.00581429	0.0119475	0.00847385	0.00962571	0.00956252	0.00690004	0.010218	0.0117971	0.00537773	0.00827289	0.00719453	0.00976644	0.0102523	0.010709	0.00895207	0.0110134	0.00957822	0.0138006	0.0094684	0.00676761	0.0108551	0.00889727	0.00961269	0.0108289	0.012092	0.00893914	0.00941498	0.00989576	0.01144	0.0122331	0.0121339	0.0087562	0.0108444	0.0131694	0.0129834	0.0120174	0.00897697	0.00801289	0.0104676	0.012728	0.0116797	0.0114106	0.00914952	0.0100794	0.0133378	0.0116231	0.0115268	0.013799	0.0104946	0.0109402	0.0128984
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.0115842	0.014403	0.0114801	0.0131496	0.00686102	0.0110993	0.0147734	0.0137767	0.0132078	0.0078536	0.0129009	0.00997435	0.0103493	0.0125864	0.00910611	0.0115568	0.0129155	0.00762978	0.00972336	0.00820954	0.0109258	0.0115723	0.0119398	0.0106178	0.0130046	0.0121302	0.0150555	0.0104204	0.0089171	0.011979	0.0113749	0.00996048	0.0128411	0.0127307	0.0100944	0.013081	0.0106151	0.0130539	0.0130352	0.0144497	0.0117371	0.0124254	0.0137654	0.0135894	0.0135525	0.0100545	0.0092402	0.0112164	0.0171515	0.0127274	0.0121761	0.0102398	0.0113397	0.0149483	0.0137112	0.0132025	0.015701	0.0128853	0.011581	0.0147452
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_lwoffii	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73553E-05	0	0	0	0	0	0	4.39192E-05	0.000192353
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_schindleri	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34268E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_494a	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000373236	0.000016389	0	0	0	0	2.32611E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237945	0	0	0	0	5.07119E-05	0	0	0	0.000321332	4.49474E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_992a	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_sp_992a	7.62503E-05	0	0	5.30335E-05	0	2.61051E-05	0.000299667	0.000272416	3.58446E-05	0	0	0	0	4.92927E-05	3.09771E-05	0	0	0	0	0	0	0	0	0	0.000596043	0.000839346	0	0	0	0	0.000242771	0	3.93695E-05	0	0	8.15594E-05	0	0	0	0.000134942	2.71454E-05	2.38325E-05	0	0	0	0	0	0	2.91246E-05	0	0	0	0	0.000096819	6.06076E-05	0	0	6.89564E-05	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	3.14229E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10127E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillus.s__Bacillus_sp_FJAT_27986	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	4.95176E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_criceti	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.76264E-05	0	0	0.000015857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07231E-05	0	0	2.56275E-05	0	0	0	0	1.37319E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_merycicum	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190093	0	0	0	0	5.68151E-05	0	0	0	1.46252E-05	0	0.000176817	0	0	0	0	0	0	0	0	0	0	0	0	9.10859E-05	0	0	0	5.77064E-05	0	0	0	0.000272352	0	0	5.77133E-05	0	0	0	0	0	0.000152021	3.33139E-05	0	0.000692215	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.000248209	0	0.00060369	0.00026104	0.000264262	0.000774562	0.000122207	0.000359384	0.000314275	0	0.000056979	3.93937E-05	0	0.000327336	0	0	0	0	0	0	0	0	0.00011879	0	0.000324971	0	7.24732E-05	0	0	0.000141644	0.000671712	0.000319045	0.000799004	0	0	0.00196227	0.000116226	0	3.31015E-05	0.000122146	0.00166256	0.000163638	0	0	0	0	0	0	2.78422E-05	0	0	0	0	0	2.54292E-05	0	0	0.000146844	0	0
